,tweet,prepro,label
36,"- Oktober -

Aku dapet kerjaan lagi xixixi

Suksesiii

Dan bulan ter-buruk ditahun ini.
Simbah meninggal, Ibu positif covid, keluarga isolasi mandiri. :â€ https://t.co/cWhI76n913","['oktober', 'dapet', 'kerja', 'xixixi', 'suksesiii', 'ter', 'buruk', 'tahun', 'simbah', 'tinggal', 'positif', 'covid', 'keluarga', 'isolasi', 'mandiri']",negatif
735,Edukasi tentang Covid-19 untuk anak-anak. https://t.co/nMFs3Ddbcu,"['edukasi', 'covid', 'anak', 'anak']",positif
1190,"knp ya masi ada yg bilang covid tu ga ada? yg ada org yg disuru ngaku kena covid biar rs dpt uang dari pemerintah?ðŸ’” 

aku yg udh bawa surat pcr positif aja msh disuru isolasi mandiri kok. ngapain rs repot2 nyuruh org ngaku covid? 
kuota kamar tidak sebanyak itu sisss","['knp', 'mas', 'covid', 'tu', 'org', 'disuru', 'ngaku', 'kena', 'covid', 'rs', 'dpt', 'uang', 'perintah', 'udh', 'bawa', 'surat', 'pcr', 'positif', 'msh', 'disuru', 'isolasi', 'mandiri', 'ngapain', 'rs', 'repot', 'nyuruh', 'org', 'ngaku', 'covid', 'kuota', 'kamar', 'sisss']",positif
662,"Upaya Cegah Penyebaran Virus Covid-19, Bhabinkamtibmas 1 Desa Melaya Polsek Melaya Polres Jembrana Melaksanakan Pemantauan Dan Pengamanan Kegiatan Ibadah Tahun BaruÂ 2021. https://t.co/kVavlLwHwT","['upaya', 'cegah', 'sebar', 'virus', 'covid', 'bhabinkamtibmas', 'desa', 'melaya', 'polsek', 'melaya', 'polres', 'jembrana', 'laksana', 'pantau', 'aman', 'giat', 'ibadah']",negatif
894,"Dialem karo mbah rahno nek aku milihi telo pinter isoh apik"", sy merasa diapresiasi sebab memilih singkong yg enak n g ngayu butuh jam terbang wkwk g sia"" selama covid berguru sm ibukðŸ˜†","['alem', 'karo', 'mbah', 'rahno', 'nek', 'milihi', 'telo', 'pinter', 'isoh', 'apik', 'sy', 'apresiasi', 'pilih', 'singkong', 'enak', 'g', 'ngayu', 'butuh', 'jam', 'terbang', 'wkwk', 'g', 'sia', 'covid', 'guru', 'sm', 'ibuk']",netral
963,"Mengharukan, Pernikahan Pasien Covid-19 di Wisma Atlet Digelar Virtual

Nur Aini tak pernah membayangkan jika pernikahannya yang telah lama direncanakan, akhirnya digelar secara virtual. Ia tak bisa bertemu calon suaminya, Peringgo Aditya karena masih menjalani karantina. https://t.co/L9OJ2QaaVS","['haru', 'nikah', 'pasien', 'covid', 'wisma', 'atlet', 'gelar', 'virtual', 'nur', 'ain', 'bayang', 'nikah', 'rencana', 'gelar', 'virtual', 'temu', 'calon', 'suami', 'peringgo', 'aditya', 'jalan', 'karantina']",positif
547,"PT KAI menambah operasional LRT Sumatera Selatan (Sumsel) mulai hari ini, 31 Desember 2020 menjadi 88 perjalanan setiap hari. 

untuk memberikan peningkatan layanan yang aman dan sehat bagi masyarakat dalam bertransportasi di masa pandemi covid-l9 https://t.co/1PIejQfdmL","['pt', 'kai', 'tambah', 'operasional', 'lrt', 'sumatera', 'selatan', 'sumsel', 'desember', 'jalan', 'tingkat', 'layan', 'aman', 'sehat', 'masyarakat', 'transportasi', 'pandemi', 'covid', 'l']",positif
1070,"Gubernur Khofifah Positif Covid-19, Mohon Doa Kesembuhan Masyarakat Jatim https://t.co/0RzsYrWzJO #malangtimes #beritamalang","['gubernur', 'khofifah', 'positif', 'covid', 'mohon', 'doa', 'sembuh', 'masyarakat', 'jatim', 'malangtimes', 'beritamalang']",positif
688,Kalo udah 2021 issue covid bakal ilangkan ya?,"['udah', 'issue', 'covid', 'ilangkan']",negatif
738,"Patroli Skala Besar personel gabungan TNI, POLRI, Satpol PP dan Dishub Kabupaten Sragen â€œmenjelang malam pergantian Tahun Baru 2021 masa pandemi Covid-19â€ memberikan himbauan untuk tidak berkerumun menunggu Pergantian Tahun Baru 2021.
Stop Berkerumun, Bersama Cegah covid 19 https://t.co/7D6TMur9Kc","['patroli', 'skala', 'personel', 'gabung', 'tni', 'polri', 'satpol', 'pp', 'dishub', 'kabupaten', 'sragen', 'jelang', 'malam', 'ganti', 'pandemi', 'covid', 'himbauan', 'kerumun', 'tunggu', 'ganti', 'stop', 'kerumun', 'cegah', 'covid']",positif
191,"Ngene kok aku pas pengajuan insentif nakes covid wingi jarene aku guduk nakes, kan membingungkan...","['ngene', 'pas', 'aju', 'insentif', 'nakes', 'covid', 'wing', 'jarene', 'guduk', 'nakes', 'bingung']",netral
456,"Sedih melihat grafik ini.
Sedih melihat penanganan Covid-19 yang masih belum maksimal.
Sedih melihat (sebagian) masyarakat yang justru abai bahkan nir-empati.
Ditambah lagi semakin sering mendengar kabar orang yang terkena Covid, atau bahkan meninggal terpapar olehnya. https://t.co/3L3uk6wyx7","['sedih', 'grafik', 'sedih', 'tangan', 'covid', 'maksimal', 'sedih', 'masyarakat', 'abai', 'nir', 'empati', 'tambah', 'dengar', 'kabar', 'orang', 'kena', 'covid', 'tinggal', 'papar']",positif
393,Bio Farma raih sertifikat CPOB untuk legalitas produksi vaksin covid 19. https://t.co/h2rGiIBrvu,"['bio', 'farma', 'raih', 'sertifikat', 'cpob', 'legalitas', 'produksi', 'vaksin', 'covid']",positif
675,@collegemenfess Dialihkan bantuan covidðŸ˜‚,"['collegemenfess', 'alih', 'bantu', 'covid']",negatif
760,Not gonna lie Iâ€™m kinda sad that I donâ€™t have any plans for new years tonight but I mean I guess we shouldnâ€™t really be out partying either cause covid? Idk lol,"['not', 'gon', 'na', 'lie', 'i', 'm', 'kinda', 'sad', 'that', 'i', 'don', 'have', 'any', 'plans', 'for', 'new', 'years', 'tonight', 'but', 'i', 'mean', 'i', 'guess', 'we', 'shouldn', 'really', 'be', 'out', 'partying', 'either', 'cause', 'covid', 'idk', 'lol']",netral
1318,"Danramil beserta anggota Koramil 11/Kerjo melaksanakan Giat Ops Yustisi dan pembagian masker dalam rangka mencegah penyebaran Covid-19 di Pasar Kwadungan Kerjo dengan sasaran Pedagang, pengunjung, kuli panggul, tukang parkir, dll.

Selasa 2/02/2021 https://t.co/2qCK5Oo0px","['danramil', 'serta', 'anggota', 'koramil', 'kerjo', 'laksana', 'giat', 'ops', 'yustisi', 'bagi', 'masker', 'rangka', 'cegah', 'sebar', 'covid', 'pasar', 'kwadungan', 'kerjo', 'sasar', 'dagang', 'unjung', 'kuli', 'panggul', 'tukang', 'parkir', 'dll', 'selasa']",positif
728,"""Wealth inequality is out of control, and the Fed can't stop it. The Covid-19 crisis showed the stark difference between how monetary and fiscal policy can lift the U.S. economy."" 

So crucial to understand. Lowering rates doesn't help the people in need.
https://t.co/hvDig9719G","['wealth', 'inequality', 'is', 'out', 'of', 'control', 'and', 'the', 'fed', 'can', 'stop', 'it', 'the', 'covid', 'crisis', 'showed', 'the', 'stark', 'difference', 'between', 'how', 'monetary', 'and', 'fiscal', 'policy', 'can', 'lift', 'the', 's', 'economy', 'so', 'crucial', 'to', 'understand', 'lowering', 'rates', 'doesn', 'help', 'the', 'people', 'in', 'need']",negatif
419,"Alhamdulillah tidak terdaftar, semoga yang terdaftar tepat sasaran dan kepada warga yang rentan terpapar Covid-19. https://t.co/OZpWudR8Is","['alhamdulillah', 'daftar', 'moga', 'daftar', 'sasar', 'warga', 'rentan', 'papar', 'covid']",positif
375,selamat tahun baru covid-19 survivors.,"['selamat', 'covid', 'survivors']",positif
412,@qorygore Semoga 2021 tidak kurrrrrrrrrrrrrrrmod seperti 2020 garaÂ² fucking covid lurrrrrrrrrde https://t.co/Alr5MfB98r,"['qorygore', 'moga', 'kurrrrrrrrrrrrrrrmod', 'gara', 'fucking', 'covid', 'lurrrrrrrrrde']",netral
74,"SMS Blas Sudah Dikirim Kemenkes, Ini Jadwal Vaksinasi Covid DiÂ Indonesia https://t.co/tH4jwqZaPT","['sms', 'blas', 'kirim', 'kemenkes', 'jadwal', 'vaksinasi', 'covid', 'indonesia']",positif
1255,"@worksfess Banyak kalo gaji dibawah umk
Tp kalo kerjaannya melebihi batas itu yg gak normal

Soalnya gimana ya..kalo minta umk sekarang tuh susah gegara covid. Yang ada bakal pengangguran terus","['worksfess', 'gaji', 'bawah', 'umk', 'tp', 'kerja', 'lebih', 'batas', 'normal', 'gimana', 'umk', 'susah', 'gegara', 'covid', 'anggur']",negatif
1052,"@KhofifahIP Semoga cepat pulih bu..
Saya jg covid survivor 3,5bln yg lalu sewaktu lahiran..ðŸ’ªðŸ»ðŸ’ªðŸ»","['khofifahip', 'moga', 'cepat', 'pulih', 'bu', 'jg', 'covid', 'survivor', 'bln', 'lahir']",negatif
500,@smnsiro Bisa kunjungi web https://t.co/T713ioiiVV atau hubungi hotline covid 19 Sidoarjo dnmr WA +62 813-9017-0662,"['smnsiro', 'kunjung', 'web', 'hubung', 'hotline', 'covid', 'sidoarjo', 'dnmr', 'wa']",netral
825,"gue enggak klaim kalau minum racikan terapi gue bisa buat aman dari Covid atau Corona.
cuma gue bisa pastikan kesehatan kalian lebih terjaga selama kalian rutin minum dan  percaya sama gue.

karena gue gak bisa bantu banyak klo kalian jg cuma coba-coba.

ikut terapi, yuk?","['gue', 'klaim', 'minum', 'racik', 'terapi', 'gue', 'aman', 'covid', 'corona', 'gue', 'pasti', 'sehat', 'jaga', 'rutin', 'minum', 'percaya', 'gue', 'gue', 'bantu', 'jg', 'coba', 'coba', 'terapi', 'yuk']",negatif
1007,Belum tahu ia tertular darimana https://t.co/HQJqznuJnw,"['tular', 'darimana']",positif
616,"2021 harapannya apa yg saya inginkan sejak lama cepat terjadi (aamiin paling serius) , covid ilang dari bumi biar bisa jalan jalan + bisa aktif lagi di voluntary sama seminar, bs course offline biar kenal sama orang baru yekan, smua yg baik lekas dtg aamiinðŸ™","['harap', 'cepat', 'aamiin', 'serius', 'covid', 'ilang', 'bumi', 'jalan', 'jalan', 'aktif', 'voluntary', 'seminar', 'course', 'offline', 'kenal', 'orang', 'yekan', 'smua', 'lekas', 'dtg', 'aamiin']",negatif
114,3 Pembuat Surat Keterangan Rapid Test Covid-19 Palsu DibekukÂ Polisi https://t.co/IzRrfTArao,"['buat', 'surat', 'terang', 'rapid', 'test', 'covid', 'palsu', 'bekuk', 'polisi']",negatif
417,"Pemerintah merencanakanÂ vaksinasi COVID-19Â tahap pertama dimulai Januari hingga April 2021.VaksinÂ tahap pertama ini akan diberikan ke seluruh tenaga kesehatan. Pengecekan melalui aplikasi ""PeduliLindungi"" diunduh di Google PlayStore (Android ) atau Appstore ( IOS.) https://t.co/iQ7QquAy0q","['perintah', 'rencana', 'vaksinasi', 'covid', 'tahap', 'januari', 'april', 'vaksin', 'tahap', 'tenaga', 'sehat', 'kece', 'aplikasi', 'pedulilindungi', 'unduh', 'google', 'playstore', 'android', 'appstore', 'ios']",negatif
601,"@dffnrth Covid redup,sekolah berangkat lagi udah itu aja yg lgi q pengenen","['dffnrth', 'covid', 'redup', 'sekolah', 'berangkat', 'udah', 'lgi', 'q', 'pengenen']",negatif
604,Aaahhh mana ini konspirasi covid katanya udah slese gimana sih,"['aaahhh', 'konspirasi', 'covid', 'udah', 'slese', 'gimana']",negatif
1283,Terapkan Pendisiplinan Protokol Kesehatan Putus Penyebaran Covid 19 Sat Polair Polres Jembrana Berikan Pesan-Pesan Kamtibmas Di Wisata TelukÂ Gilimanuk. https://t.co/wPLNTrUPFS,"['terap', 'disiplin', 'protokol', 'sehat', 'putus', 'sebar', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'pesan', 'pesan', 'kamtibmas', 'wisata', 'teluk', 'gilimanuk']",positif
89,"@VIVAcoid Ù±Ù„Û¡Ø­ÙŽÙ…Û¡Ø¯Ù Ù„ÙÙ„ÙŽÙ‘Ù‡Ù Ø±ÙŽØ¨ÙÙ‘ Ù±Ù„Û¡Ø¹ÙŽÙ°Ù„ÙŽÙ…ÙÙŠÙ†ÙŽ
semoga segera teratasi covid-19","['vivacoid', 'moga', 'atas', 'covid']",positif
848,"@fransginting41 Dengan POLA BERFIKIR yang sama, kita bawa ke jaman modern. Kasus kematian Covid-19 apakah mereka mati karena VIRUS Corona ATAU karena Penyakit Bawaan? Apakah mereka dibantai karena iman Kristen atau karena mereka Yahudi ? Karena Romawi tak peduli agamamu. THINK..","['fransginting', 'pola', 'berfikir', 'bawa', 'jaman', 'modern', 'mati', 'covid', 'mati', 'virus', 'corona', 'sakit', 'bawa', 'bantai', 'iman', 'kristen', 'yahudi', 'romawi', 'peduli', 'agama', 'think']",positif
1221,"2020 udh ngajarin arti bersyukur yg sebenernya, kalo dengerin cerita dr org"" yg terkena dampak covid (semua dr kita pasti ngerasain) tapi pas denger adaa cerita yg lebih buruk dari kita tuh rasanya pgn yok sini gandengan, 2021 bangkit ya pelan pelan aja tapi kita bisa ko :)","['udh', 'ngajarin', 'arti', 'syukur', 'sebenernya', 'dengerin', 'cerita', 'dr', 'org', 'kena', 'dampak', 'covid', 'dr', 'ngerasain', 'pas', 'denger', 'adaa', 'cerita', 'buruk', 'pgn', 'yok', 'gandeng', 'bangkit', 'pelan', 'pelan', 'ko']",negatif
1282,Update COVID-19 Muba: Nihil Penambahan Kasus https://t.co/10TXIUl0pG,"['update', 'covid', 'muba', 'nihil', 'tambah']",positif
753,"Operasi yustisi penegakan protokol kesehatan &amp; edukasi gerakan 3M terus aktif dilaksanakan di wilayah Bulu, Sukoharjo mengingat kasus warga terkonfirmasi positif covid 19 terus saja bertambah https://t.co/hFWNnco7XZ","['operasi', 'yustisi', 'tega', 'protokol', 'sehat', 'edukasi', 'gera', 'm', 'aktif', 'laksana', 'wilayah', 'bulu', 'sukoharjo', 'warga', 'konfirmasi', 'positif', 'covid', 'tambah']",positif
498,Enak nya yang zero cases Covid-19,"['enak', 'zero', 'cases', 'covid']",positif
1167,"Ngeri, 2 hari ini 3 warga Ponorogo meninggal dunia karena CovidÂ 19 https://t.co/OLwrSEVlHZ","['ngeri', 'warga', 'ponorogo', 'tinggal', 'dunia', 'covid']",negatif
1066,"Tapi jujur sih bingung juga sekarang semakin ksus covid naik dan lg alig2 nya, tp aku liat setiap kondangan org2 buka masker foto2, snapgram2, liburan, dll. Pdhal pas kasusnya masih 2, was wasnya kayak diterkam buayaðŸ™‚","['jujur', 'bingung', 'ksus', 'covid', 'lg', 'alig', 'tp', 'liat', 'kondangan', 'org', 'buka', 'masker', 'foto', 'snapgram', 'libur', 'dll', 'pdhal', 'pas', 'kasus', 'was', 'wasnya', 'kayak', 'terkam', 'buaya']",negatif
1254,"Sebelum covid rumah kalian adalah pesawat/hotel
Rindu kalian yang mbolang bareng ðŸ¥º https://t.co/Jmbb29n4uU","['covid', 'rumah', 'pesawat', 'hotel', 'rindu', 'mbolang', 'bareng']",negatif
11,"@NugrohoDitz @PakattDayak Semoga di tahun 2021 ini wabah covid 19 segera musnah dari dunia ini dan semoga ekonomi lekas pulih kembali. AminðŸ¤²
@CakSugiman 
@IrulGonjor01 
@joss_slow 
@hendrii462 
@Agus_tok8","['nugrohoditz', 'pakattdayak', 'moga', 'wabah', 'covid', 'musnah', 'dunia', 'moga', 'ekonomi', 'lekas', 'pulih', 'amin', 'caksugiman', 'irulgonjor', 'joss slow', 'hendrii', 'agus tok']",positif
396,"Selamat tahun baru 2021 untuk kalian yang sampai dengan akhir tahun 2020 masih berjuang untuk mendapatkan hasil swab test negatif covid-19 supaya bisa segera keluar dari masa karantina baik yang di rumah sakit, wisma ataupun rumah.","['selamat', 'juang', 'hasil', 'swab', 'test', 'negatif', 'covid', 'karantina', 'rumah', 'sakit', 'wisma', 'rumah']",positif
940,"Gubernur Jatim terpapar COVID-19: Gubernur Jawa Timur Khofifah Indar Parawansa terpapar COVID-19 berdasarkan tes usap reguler mingguan, yang diumumkannya di media sosial instagram pribadi miliknyaÂ @khofifah.ip pada Sabtu sore sekitar pukul 16.30 ... https://t.co/kZF08Ffe62 https://t.co/a4yi6HbNpi","['gubernur', 'jatim', 'papar', 'covid', 'gubernur', 'jawa', 'timur', 'khofifah', 'indar', 'parawansa', 'papar', 'covid', 'dasar', 'tes', 'usap', 'reguler', 'minggu', 'umum', 'media', 'sosial', 'instagram', 'pribadi', 'milik', 'khofifah', 'ip', 'sabtu', 'sore']",netral
555,"Tahun Baru, 90 Pasien di Asrama Haji Donohudan Selesai Isolasi, Pasca Swab Hasilnya Negatif Covid-19 https://t.co/0UGCtNzEb6","['pasien', 'asrama', 'haji', 'donohudan', 'selesai', 'isolasi', 'pasca', 'swab', 'hasil', 'negatif', 'covid']",negatif
42,"Sementara Terkonfirmasi Covid-19 kumulatif di Kab.Klaten hingga saat ini berjumlah 3.144 orang. Dari jumlah tersebut 391 orang menjalani perawatan/ isolasi mandiri, 2.611 orang pasien sembuh, serta 142 orang meninggal dunia.
â€”","['konfirmasi', 'covid', 'kumulatif', 'kab', 'klaten', 'orang', 'orang', 'jalan', 'awat', 'isolasi', 'mandiri', 'orang', 'pasien', 'sembuh', 'orang', 'tinggal', 'dunia']",negatif
841,"2020 banyak sekali bertemu orang baru. Unik, dg berbagai karakter. Tidak sedikit yg harus dipelajari, dipahami. Begitu jg dg ilmunya, tidak terhitung &amp; terukur. Pengalaman semuanya tidak bisa dibayar dg apapun.Dgn adanya covid jg banyak belajar &amp; sadar diri untuk saling menjaga.","['temu', 'orang', 'unik', 'karakter', 'ajar', 'paham', 'jg', 'ilmu', 'hitung', 'ukur', 'alam', 'bayar', 'apa', 'covid', 'jg', 'ajar', 'sadar', 'jaga']",netral
167,"Masalah dgn Pandemi adalah:
1. Virus ini menular dgn cepat, apalagi varian baru
2. Tidak ada obat utk virus, mengandalkan imun tubuh
3. Ada 5% peluang, penderita Covid-19 akan meninggal

Respon Pemerintah mencegah covid, berdampak pada dunia usaha. Jalanan dan jam kerja dibatasi.","['pandemi', 'virus', 'tular', 'cepat', 'varian', 'obat', 'virus', 'andal', 'imun', 'tubuh', 'peluang', 'derita', 'covid', 'tinggal', 'respon', 'perintah', 'cegah', 'covid', 'dampak', 'dunia', 'usaha', 'jalan', 'jam', 'kerja', 'batas']",negatif
416,@__ice9 @zemaerean @ChristosArgyrop @JeffSBennion @R_H_Ebright Who can explain why Vietnam/Thailand/China don't have covid. I am so confused,"['ice', 'zemaerean', 'christosargyrop', 'jeffsbennion', 'r h ebright', 'who', 'can', 'explain', 'why', 'vietnam', 'thailand', 'china', 'don', 'have', 'covid', 'i', 'am', 'so', 'confused']",positif
576,"Cegah Klaster Baru Covid-19, Gubernur Minta Masyarakat Tidak Rayakan Tahun Baru https://t.co/MDUKBOSCW7 https://t.co/bbgvEnmWZq","['cegah', 'klaster', 'covid', 'gubernur', 'masyarakat', 'raya']",positif
834,"SEORANG PERAWAT PINGSAN USAI DISUNTIK VAKSIN COVID-19

[FALSE CONTEXT]
Berdasarkan hasil pemantauan Tim Jabar Saber Hoaks. Beredar di media sosial dan aplikasi percakapan postingan video seorang perawat yang pingsan usai disuntik vaksin covid-19. https://t.co/tHa0UDEQoU","['awat', 'pingsan', 'suntik', 'vaksin', 'covid', 'false', 'context', 'dasar', 'hasil', 'pantau', 'tim', 'jabar', 'saber', 'hoaks', 'edar', 'media', 'sosial', 'aplikasi', 'cakap', 'postingan', 'video', 'awat', 'pingsan', 'suntik', 'vaksin', 'covid']",negatif
267,"Diakhir acara kami juga mewawancarai taruna/taruni STPN mengenai keberlangsungan acara serta menanyakan pendapat mereka tentang adanya virus covid-19 ini.
Tetap patuhi protokol kesehatan ya! ðŸ‘‹ðŸ¼","['akhir', 'acara', 'wawancara', 'taruna', 'taruni', 'stpn', 'langsung', 'acara', 'dapat', 'virus', 'covid', 'patuh', 'protokol', 'sehat']",positif
1203,@detranium kan pake ceban covid nya jadi tatuuuuuttt,"['detranium', 'pake', 'ceban', 'covid', 'tatuuuuuttt']",positif
426,@roedhaytoo @ElbaKatana @binofficial_ri @gojekindonesia @gojektech https://t.co/BWL805ZpfJ https://t.co/1aCZs2SBsA,"['roedhaytoo', 'elbakatana', 'binofficial ri', 'gojekindonesia', 'gojektech']",negatif
690,"@gzput15 berderai ya ga sih put pas bagian covid?
pas awal aku keketawaan bagus banget takjub idenya","['gzput', 'dera', 'put', 'pas', 'covid', 'pas', 'ketawa', 'bagus', 'banget', 'takjub', 'ide']",netral
544,@koaleszenz Trunp getting covid was definitely the best 24 hours on Twitter all year,"['koaleszenz', 'trunp', 'getting', 'covid', 'was', 'definitely', 'the', 'best', 'hours', 'on', 'twitter', 'all', 'year']",negatif
1256,"Bantu share ke Nakes yg lain ya! 
Semoga pandemi Covid-19 lekas teratasi, aamiin","['bantu', 'share', 'nakes', 'moga', 'pandemi', 'covid', 'lekas', 'atas', 'aamiin']",positif
674,"Sudah Terima SMS dari Kemenkes? Kalau Iya, Wajib Ikut Pelaksanaan Vaksinasi Covid-19 https://t.co/31EyONrjAD","['terima', 'sms', 'kemenkes', 'iya', 'wajib', 'laksana', 'vaksinasi', 'covid']",positif
689,"@kumparan Perlindungan 95% itu artinya apa? Dari 100% populasi yg ikut uji klinis masih terdapat 5% populasi yg terinfeksi covid. Hanya saja, walaupun terinfeksi gejalanya ringan. Makanya diapproved sama FDA Amerika Serikat.","['kumpar', 'lindung', 'populasi', 'uji', 'klinis', 'populasi', 'infeksi', 'covid', 'infeksi', 'gejala', 'ringan', 'diapproved', 'fda', 'amerika', 'serikat']",netral
1182,"Salam santun @BNPB_Indonesia @aw3126 @KawalCOVID19

Daerah Sebaran Kasus Positif CoViD-19 Indonesia

Per tgl 10 Jan 2021, pukul 12.00WIB

34 Propinsi telah terdampak penyebaran Virus CoViD-19

#coronavirus #covid-19 #coronavirusindonesia #coronaindonesia #wabahcorona #covid19 https://t.co/JsL6dXCLNt","['salam', 'santun', 'bnpb indonesia', 'aw', 'kawalcovid', 'daerah', 'sebar', 'positif', 'covid', 'indonesia', 'tgl', 'jan', 'wib', 'propinsi', 'dampak', 'sebar', 'virus', 'covid', 'coronavirus', 'covid', 'coronavirusindonesia', 'coronaindonesia', 'wabahcorona', 'covid']",negatif
851,"Masih Terpapar Covid-19, Aa Gym Dikabarkan Talak 3 Teh Ninih https://t.co/67u6vq69wB #malangtimes #beritamalang","['papar', 'covid', 'aa', 'gym', 'kabar', 'talak', 'teh', 'nih', 'malangtimes', 'beritamalang']",positif
1311,"Blue Pass, alat pendeteksi kontak covid produksi Indonesia sukses di Singapura. https://t.co/OYBhLxcm5O","['blue', 'pass', 'alat', 'deteksi', 'kontak', 'covid', 'produksi', 'indonesia', 'sukses', 'singapura']",positif
159,2021 covid-19 udah update versi aja bgst,"['covid', 'udah', 'update', 'versi', 'bgst']",negatif
895,"@susanslestari Wkwk. Aku penikmat drakor korea setelah covid, tp biasanya ga suka sm artis2 nya. Tp setelah tau yejin, gatau kenapa jd suka wkwk tp lain binjin shipper ogeðŸ˜‚
Sok kitu mah doakeun sing sampe pelaminan hingga maut memisahkan","['susanslestari', 'wkwk', 'nikmat', 'drakor', 'korea', 'covid', 'tp', 'suka', 'sm', 'artis', 'tp', 'yejin', 'gatau', 'suka', 'wkwk', 'tp', 'binjin', 'shipper', 'oge', 'sok', 'kitu', 'mah', 'doakeun', 'sing', 'sampe', 'pelamin', 'maut', 'pisah']",positif
1067,@dokterimun_id @blogdokter Kalau anak2 gmn dok ? Benarkah anak2 dibawah umur 12 thn tdk di vaksin covid ? Apa alasan nya dok ? Terima kasih.,"['dokterimun id', 'blogdokter', 'anak', 'gmn', 'dok', 'anak', 'bawah', 'umur', 'thn', 'vaksin', 'covid', 'alas', 'dok', 'terima', 'kasih']",negatif
257,@iaridlo @JerryApr @fayruzrahma Baru-baru ini ada video yg viral segerombolan anak muda mengacungkan sajam. TPA sampah piyungan beberapa kali ditutup akibat demo warga. Covid dan UMR tentu sdh banyak beritanya.,"['iaridlo', 'jerryapr', 'fayruzrahma', 'video', 'viral', 'gerombol', 'anak', 'muda', 'acung', 'sajam', 'tpa', 'sampah', 'piyungan', 'kali', 'tutup', 'akibat', 'demo', 'warga', 'covid', 'umr', 'berita']",netral
1093,@Kemenparekraf @ganjarpranowo @ganjarpranowo @Kemenparekraf pak bagi usaha ada batuan ya gak pak saya usaha angkringa selama psbb ini saya gak akan bukak pak sesuai anjuran .pak apakah pemerintah ada bantuan bagi pengusaha kecil pak selama psbb dan covid ini ? Saya selama covid gapernah dapet bantuaan pak,"['kemenparekraf', 'ganjarpranowo', 'ganjarpranowo', 'kemenparekraf', 'usaha', 'batu', 'usaha', 'angkringa', 'psbb', 'bukak', 'sesuai', 'anjur', 'perintah', 'bantu', 'usaha', 'psbb', 'covid', 'covid', 'gapernah', 'dapet', 'bantuaan']",positif
335,Belum Masuk Calon Penerima Vaksin Covid-19 Gratis? Wajib Lengkapi 6 Syarat Ini bagi Nakes https://t.co/bNwWDTirN5,"['masuk', 'calon', 'terima', 'vaksin', 'covid', 'gratis', 'wajib', 'lengkap', 'syarat', 'nakes']",netral
1260,Giat sambang dan sosialisasi Adaptasi Kebiasaan Baru ( AKB ) terhadap Warga Masyarakat Desa Cikampek Timur guna antisipasi penyakit virus Corona (Covid 19). https://t.co/srvhAJXqU0,"['giat', 'sambang', 'sosialisasi', 'adaptasi', 'biasa', 'akb', 'warga', 'masyarakat', 'desa', 'cikampek', 'timur', 'antisipasi', 'sakit', 'virus', 'corona', 'covid']",negatif
15,"Budi Gunadi Sadikin: Tenaga Kesehatan jadi Prioritas Utama Vaksin COVID-19 - iNews Sore 29/12

https://t.co/uQhTDLMkAD","['budi', 'gunadi', 'sadikin', 'tenaga', 'sehat', 'prioritas', 'utama', 'vaksin', 'covid', 'inews', 'sore']",positif
515,2021 gonna be a good year after covid frfr,"['gon', 'na', 'be', 'a', 'good', 'year', 'after', 'covid', 'frfr']",positif
324,do dolan i ra wedi covid to cah,"['do', 'dolan', 'i', 'ra', 'wedi', 'covid', 'to', 'cah']",positif
768,"suwon 2020, berkat Covid-19 aku oleh restune bapakku.","['suwon', 'berkat', 'covid', 'restune', 'bapak']",positif
607,"Blue Light Patrol Polsek Mojosongo
Kapolsek Mojosongo AKP Joko Winarno, SH, MH Edukasi Budayakan 3M Disiplin Standar Protokol Kesehatan dalam segala Aktifitas guna mengurangi resiko penyebaran wabah covid-19
#SatgasNusantara
#JatengPakaiMasker
#BersamaLawanCorona https://t.co/mlhUb6FgYX","['blue', 'light', 'patrol', 'polsek', 'mojosongo', 'kapolsek', 'mojosongo', 'akp', 'joko', 'winarno', 'sh', 'mh', 'edukasi', 'budaya', 'm', 'disiplin', 'standar', 'protokol', 'sehat', 'aktifitas', 'kurang', 'resiko', 'sebar', 'wabah', 'covid', 'satgasnusantara', 'jatengpakaimasker', 'bersamalawancorona']",positif
1253,Esok wfh weh sebab ada kes covid positive ðŸ¥´,"['esok', 'wfh', 'weh', 'kes', 'covid', 'positif']",netral
986,Waniii nek ikiih... Mungkin kebal sama covid mereka ðŸ˜‘ https://t.co/A7mEA8r10t,"['waniii', 'nek', 'ikiih', 'kebal', 'covid']",netral
1043,"Untuk Mencegah Penyebaran Covid 19, Sat Polair Polres Jembrana Melaksanakan Prokes Dan Memberikan Himbauan Kepada MasyarakatÂ Nelayan. https://t.co/ree9KZGO51","['cegah', 'sebar', 'covid', 'sat', 'polair', 'polres', 'jembrana', 'laksana', 'prokes', 'himbauan', 'masyarakat', 'nelayan']",negatif
905,Ini nggak adil guys. Wuhan sebagai asal muasal virus mestinya berempati pada negara-negara lain yang masih terdampak pandemi COVID-19. ðŸ¤¬ðŸ¤¬ðŸ¤¬ https://t.co/GgMmOIv00D,"['nggak', 'adil', 'guys', 'wuhan', 'muasal', 'virus', 'mesti', 'empat', 'negara', 'negara', 'dampak', 'pandemi', 'covid']",positif
